"frozenset({'4316382', '139252', '4316482'})",frozenset({'5267730'}),0.89920724801812
"frozenset({'5267750', '4316382'})",frozenset({'5267730'}),0.8983890954151177
"frozenset({'4316382', '4762754'})",frozenset({'5267730'}),0.8933030646992054
"frozenset({'4316382', '139252', '8892'})",frozenset({'5267730'}),0.8850574712643678
"frozenset({'130412', '4316482', '5267730'})",frozenset({'139252'}),0.8780207134637514
"frozenset({'4316382', '4312482'})",frozenset({'5267730'}),0.8722222222222222
"frozenset({'4316382', '139252', '130412'})",frozenset({'5267730'}),0.8720430107526882
"frozenset({'4316382', '4316482'})",frozenset({'5267730'}),0.8716730038022813
"frozenset({'4316382', '4316482', '5267730'})",frozenset({'139252'}),0.8658669574700109
"frozenset({'4316382', '134912'})",frozenset({'5267730'}),0.861111111111111
"frozenset({'134912', '4316482'})",frozenset({'139252'}),0.8599537037037036
"frozenset({'139252', '4316442'})",frozenset({'5267730'}),0.8561872909698997
"frozenset({'4316482', '102252'})",frozenset({'139252'}),0.8558030480656507
"frozenset({'4316382', '8892'})",frozenset({'5267730'}),0.8541666666666666
"frozenset({'4316382', '134932'})",frozenset({'5267730'}),0.8539215686274509
"frozenset({'4316382', '139252'})",frozenset({'5267730'}),0.8520146520146521
frozenset({'1587'}),frozenset({'1586'}),0.8518099547511313
"frozenset({'4316382', '130412'})",frozenset({'5267730'}),0.8504424778761063
"frozenset({'4316382', '130412', '5267730'})",frozenset({'139252'}),0.8439125910509885
"frozenset({'139252', '4762754'})",frozenset({'5267730'}),0.841991341991342
"frozenset({'4316382', '4316482'})",frozenset({'139252'}),0.8393536121673003
"frozenset({'130412', '4316482'})",frozenset({'139252'}),0.8390804597701149
"frozenset({'4316382', '102392'})",frozenset({'5267730'}),0.8336633663366337
"frozenset({'4316482', '8892'})",frozenset({'139252'}),0.833502538071066
"frozenset({'4316482', '5267730'})",frozenset({'139252'}),0.8308181096108023
"frozenset({'4316382', '4762754'})",frozenset({'139252'}),0.8263337116912599
"frozenset({'130412', '8892', '5267730'})",frozenset({'139252'}),0.8255555555555556
"frozenset({'4316482', '102392'})",frozenset({'139252'}),0.824462061155153
"frozenset({'4762754', '5267730'})",frozenset({'4316382'}),0.8232217573221757
"frozenset({'102252', '5267730'})",frozenset({'139252'}),0.8231707317073169
"frozenset({'130412', '102252'})",frozenset({'139252'}),0.823045267489712
"frozenset({'4316382', '130412'})",frozenset({'139252'}),0.8230088495575221
"frozenset({'4316382', '134912'})",frozenset({'139252'}),0.8215811965811965
"frozenset({'4316382', '8892', '5267730'})",frozenset({'139252'}),0.8165429480381761
"frozenset({'4762754', '5267730'})",frozenset({'139252'}),0.8138075313807531
"frozenset({'4316382', '4312482'})",frozenset({'139252'}),0.8111111111111111
"frozenset({'139252', '130412', '4316482'})",frozenset({'5267730'}),0.8040042149631191
"frozenset({'8792', '5267730'})",frozenset({'139252'}),0.8037974683544304
"frozenset({'130412', '8792'})",frozenset({'139252'}),0.8021978021978021
"frozenset({'139252', '8932'})",frozenset({'5267730'}),0.7984749455337692
"frozenset({'22718131', '5267730'})",frozenset({'139252'}),0.7948226270373921
frozenset({'4316382'}),frozenset({'5267730'}),0.7947665469471524
"frozenset({'134912', '5267730'})",frozenset({'139252'}),0.7946188340807175
"frozenset({'130412', '4312482'})",frozenset({'139252'}),0.7906281156530408
"frozenset({'4316382', '8892'})",frozenset({'139252'}),0.7880434782608695
"frozenset({'139252', '4762754'})",frozenset({'4316382'}),0.7878787878787878
"frozenset({'130412', '5267730'})",frozenset({'139252'}),0.7875722543352602
"frozenset({'5267750', '139252'})",frozenset({'5267730'}),0.78743961352657
"frozenset({'130412', '134932'})",frozenset({'139252'}),0.783
"frozenset({'4762734', '5267730'})",frozenset({'139252'}),0.7821989528795812
frozenset({'21986963'}),frozenset({'5267730'}),0.779383429672447
"frozenset({'4316382', '134912'})",frozenset({'130412'}),0.7788461538461539
"frozenset({'4316482', '8892'})",frozenset({'5267730'}),0.7766497461928934
"frozenset({'4316482', '4312482'})",frozenset({'139252'}),0.7759103641456583
"frozenset({'8932', '5267730'})",frozenset({'139252'}),0.7707676130389065
"frozenset({'22718131', '4316482'})",frozenset({'139252'}),0.7704239917269907
"frozenset({'139252', '130412', '8892'})",frozenset({'5267730'}),0.7691511387163561
"frozenset({'130412', '4316482'})",frozenset({'5267730'}),0.7683465959328029
"frozenset({'22718131', '139252'})",frozenset({'5267730'}),0.768303985171455
"frozenset({'4316382', '134932'})",frozenset({'139252'}),0.7676470588235295
"frozenset({'139252', '134932'})",frozenset({'5267730'}),0.7649918962722853
"frozenset({'139252', '4762734'})",frozenset({'5267730'}),0.7645854657113613
"frozenset({'4316382', '102392'})",frozenset({'139252'}),0.7623762376237624
"frozenset({'5267750', '8892'})",frozenset({'5267730'}),0.7603305785123967
frozenset({'4316442'}),frozenset({'5267730'}),0.7596153846153846
"frozenset({'102792', '8892'})",frozenset({'102392'}),0.759467758444217
"frozenset({'139252', '4316482', '5267730'})",frozenset({'4316382'}),0.7590822179732313
"frozenset({'130412', '134912'})",frozenset({'139252'}),0.7579298831385642
